WMSize,DurLevel,TPresent,NT,NSub,curDur,repDur,repWaitTime,WMRP,WMRTTest,valid,repBias,Exp
5,1,2,215,7,0.5,0.3900293,0.3295748,2,0.9369788,1,0.192089256,Exp. 6c
1,5,1,216,7,1.7,0.9019277,0.9656676,1,0.7273671,1,0.304214543,Exp. 6c
5,4,2,217,7,1.4,1.4140107,0.6362442,2,0.8706009,1,0.224019009,Exp. 6c
5,4,1,218,7,1.4,1.4378154,0.6033248,2,1.0299991,1,0.224019009,Exp. 6c
1,1,2,219,7,0.5,0.7658597,0.386655,2,0.7767737,1,0.141497746,Exp. 6c
5,2,2,220,7,0.8,1.0140542,1.3644796,2,1.1614726,1,0.172962473,Exp. 6c
3,1,1,221,7,0.5,0.4619754,0.4625308,2,0.9255827,1,0.152970775,Exp. 6c
1,3,1,222,7,1.1,1.1018648,0.3706454,1,0.6519964,1,0.201118265,Exp. 6c
5,3,1,223,7,1.1,1.1259825,0.5448564,2,1.0822146,1,0.180688333,Exp. 6c
3,4,2,224,7,1.4,1.1019906,0.7508358,2,0.617168,1,0.224690109,Exp. 6c
1,4,2,225,7,1.4,1.3659692,1.2781433,2,0.7288275,1,0.175923034,Exp. 6c
5,5,2,226,7,1.7,1.5500731,0.8294216,1,0.7946169,1,0.237583282,Exp. 6c
1,3,2,227,7,1.1,1.2859422,0.7035471,2,1.4599955,1,0.201118265,Exp. 6c
3,3,2,228,7,1.1,1.0778528,0.7133207,2,0.6217205,1,0.204299152,Exp. 6c
5,2,1,229,7,0.8,1.1012887,0.4990733,1,1.1907391,1,0.172962473,Exp. 6c
3,1,2,230,7,0.5,0.7018736,0.1313996,2,0.7101004,1,0.152970775,Exp. 6c
1,5,2,231,7,1.7,1.3259011,0.9151595,2,0.5098673,1,0.304214543,Exp. 6c
5,1,1,232,7,0.5,0.8378645,0.3229752,2,1.0568544,1,0.192089256,Exp. 6c
5,5,1,233,7,1.7,1.5739504,1.2294814,2,1.6094519,1,0.237583282,Exp. 6c
3,5,1,234,7,1.7,1.2220499,1.4065774,1,0.8176795,1,0.32926128,Exp. 6c
5,3,2,235,7,1.1,0.9099439,0.4306044,2,0.6289983,1,0.180688333,Exp. 6c
3,4,1,236,7,1.4,1.4620203,0.5457424,1,0.7578173,1,0.224690109,Exp. 6c
3,5,2,237,7,1.7,1.8619726,1.2103356,2,0.5478398,1,0.32926128,Exp. 6c
3,2,2,238,7,0.8,1.1100041,0.5605,2,0.5619043,1,0.149380753,Exp. 6c
3,3,1,239,7,1.1,1.4460234,0.4144796,2,0.6643576,1,0.204299152,Exp. 6c
1,2,2,240,7,0.8,0.9979425,0.8486844,2,0.8830999,1,0.178954928,Exp. 6c
3,5,2,241,7,1.7,0.9179382,0.9916964,2,0.7675662,1,0.32926128,Exp. 6c
1,3,2,242,7,1.1,1.1979735,0.6927011,2,0.941355,1,0.201118265,Exp. 6c
3,2,2,243,7,0.8,1.0699315,0.2419878,2,0.6974447,1,0.149380753,Exp. 6c
5,2,1,244,7,0.8,0.9474183,0.0005913,2,0.7243888,1,0.172962473,Exp. 6c
5,3,2,245,7,1.1,1.2139176,0.4569937,2,0.586346,1,0.180688333,Exp. 6c
3,1,2,246,7,0.5,0.4458786,0.5912846,2,0.5939238,1,0.152970775,Exp. 6c
1,1,1,247,7,0.5,0.6620444,0.1591173,1,0.7861838,1,0.141497746,Exp. 6c
1,4,1,248,7,1.4,1.2380823,0.4951616,1,0.5262565,1,0.175923034,Exp. 6c
5,1,1,249,7,0.5,0.6859779,0.3151969,1,0.9035151,1,0.192089256,Exp. 6c
1,5,1,250,7,1.7,1.405823,0.9480603,1,0.6099571,1,0.304214543,Exp. 6c
3,3,2,251,7,1.1,0.7339432,1.0549755,2,0.771734,1,0.204299152,Exp. 6c
1,2,1,252,7,0.8,0.8939903,0.6323505,1,1.1195423,1,0.178954928,Exp. 6c
5,5,1,253,7,1.7,1.4058655,0.9885685,2,1.1051631,1,0.237583282,Exp. 6c
1,2,2,254,7,0.8,0.7340367,1.0698766,2,0.8499621,1,0.178954928,Exp. 6c
5,3,1,255,7,1.1,1.0220121,0.5505036,2,0.7638973,1,0.180688333,Exp. 6c
5,5,2,256,7,1.7,1.4299933,0.8483823,2,0.5697538,1,0.237583282,Exp. 6c
3,1,1,257,7,0.5,0.4139019,0.2548166,4,2.0000085,1,0.152970775,Exp. 6c
1,3,1,258,7,1.1,0.7580049,1.924887,1,1.1260305,1,0.201118265,Exp. 6c
1,5,2,259,7,1.7,1.1339641,0.8906577,1,0.5819104,1,0.304214543,Exp. 6c
5,1,2,260,7,0.5,0.7020613,0.6326326,2,0.5357085,1,0.192089256,Exp. 6c
1,4,2,261,7,1.4,1.1180529,0.684646,2,1.0328586,1,0.175923034,Exp. 6c
5,4,2,262,7,1.4,1.2778639,0.645563,2,0.7487907,1,0.224019009,Exp. 6c
5,4,1,263,7,1.4,0.9499377,0.6414407,1,0.8060546,1,0.224019009,Exp. 6c
3,3,1,264,7,1.1,1.421954,0.7067423,1,0.7137361,1,0.204299152,Exp. 6c
3,4,2,265,7,1.4,0.9659598,1.7105535,2,0.9997599,1,0.224690109,Exp. 6c
3,2,1,266,7,0.8,0.8139277,0.5084191,2,1.2040915,1,0.149380753,Exp. 6c
1,1,2,267,7,0.5,0.4299402,0.1764173,2,0.6602172,1,0.141497746,Exp. 6c
3,4,1,268,7,1.4,1.2381026,0.72903,2,1.2547635,1,0.224690109,Exp. 6c
3,5,1,269,7,1.7,1.4700398,0.78744,2,1.0373594,1,0.32926128,Exp. 6c
5,2,2,270,7,0.8,0.8780098,0.7542073,1,0.8210316,1,0.172962473,Exp. 6c
5,1,2,271,7,0.5,0.5499455,0.4416685,2,0.8381868,1,0.192089256,Exp. 6c
5,2,2,272,7,0.8,0.7019387,1.5229225,2,0.6383896,1,0.172962473,Exp. 6c
3,3,2,273,7,1.1,1.0377698,1.9229732,2,0.633099,1,0.204299152,Exp. 6c
1,5,2,274,7,1.7,0.6860484,1.0777326,2,1.0673713,1,0.304214543,Exp. 6c
1,2,2,275,7,0.8,1.0380297,0.4642423,2,0.872462,1,0.178954928,Exp. 6c
1,2,1,276,7,0.8,1.0298735,0.7252383,1,0.9631122,1,0.178954928,Exp. 6c
5,4,2,277,7,1.4,1.1819468,1.5518575,2,0.7588213,1,0.224019009,Exp. 6c
5,3,1,278,7,1.1,1.15,0.3398319,2,0.7724113,1,0.180688333,Exp. 6c
1,4,1,279,7,1.4,1.1578486,1.1211054,1,1.2420641,1,0.175923034,Exp. 6c
1,5,1,280,7,1.7,1.3018659,0.98732,1,0.8601027,1,0.304214543,Exp. 6c
5,2,1,281,7,0.8,1.0458599,0.6329793,1,1.049904,1,0.172962473,Exp. 6c
5,5,1,282,7,1.7,1.6377905,1.2786399,1,1.0063905,1,0.237583282,Exp. 6c
3,1,1,283,7,0.5,0.5019449,0.1710591,1,0.836164,1,0.152970775,Exp. 6c
1,3,2,284,7,1.1,0.6619253,1.4171128,2,0.7060453,1,0.201118265,Exp. 6c
1,1,2,285,7,0.5,0.7660566,0.6706992,4,2.0000689,1,0.141497746,Exp. 6c
1,1,1,286,7,0.5,0.3339088,0.2621335,1,0.7461039,1,0.141497746,Exp. 6c
5,4,1,287,7,1.4,1.2139386,1.502902,2,0.8384887,1,0.224019009,Exp. 6c
5,3,2,288,7,1.1,1.0781372,0.763199,2,0.6538853,1,0.180688333,Exp. 6c
3,3,1,289,7,1.1,1.4140749,0.6744333,2,0.6749081,1,0.204299152,Exp. 6c
3,1,2,290,7,0.5,0.8620255,1.1037653,2,0.8775282,1,0.152970775,Exp. 6c
1,4,2,291,7,1.4,1.206046,0.8823731,2,0.6751778,1,0.175923034,Exp. 6c
3,2,2,292,7,0.8,0.9259574,1.7678369,2,0.8644404,1,0.149380753,Exp. 6c
3,4,2,293,7,1.4,1.2139421,0.781187,2,0.6253309,1,0.224690109,Exp. 6c
5,1,1,294,7,0.5,0.7739719,0.8381457,1,0.713635,1,0.192089256,Exp. 6c
3,5,2,295,7,1.7,1.5818854,1.1024228,1,0.5914139,1,0.32926128,Exp. 6c
3,5,1,296,7,1.7,1.805892,1.0681952,2,0.7576302,1,0.32926128,Exp. 6c
3,4,1,297,7,1.4,1.4939509,1.0742351,1,0.8320084,1,0.224690109,Exp. 6c
3,2,1,298,7,0.8,0.9499375,0.5886382,1,0.7631779,1,0.149380753,Exp. 6c
5,5,2,299,7,1.7,1.326014,0.2638113,2,0.7964295,1,0.237583282,Exp. 6c
1,3,1,300,7,1.1,0.8380526,0.4457984,1,0.582685,1,0.201118265,Exp. 6c
1,5,2,301,7,1.7,2.0540084,0.9234105,2,0.6728617,1,0.304214543,Exp. 6c
5,2,2,302,7,0.8,0.9148168,0.0005894,2,0.8208898,1,0.172962473,Exp. 6c
1,2,2,303,7,0.8,1.2539931,0.4176024,2,0.4909189,1,0.178954928,Exp. 6c
1,3,2,304,7,1.1,0.917938,0.399555,2,0.6550799,1,0.201118265,Exp. 6c
5,5,1,305,7,1.7,1.39793,0.9477273,2,0.6020782,1,0.237583282,Exp. 6c
5,2,1,306,7,0.8,1.0059256,0.1511906,2,0.9088891,1,0.172962473,Exp. 6c
1,3,1,307,7,1.1,1.102977,0.000592,1,0.9538109,1,0.201118265,Exp. 6c
3,3,1,308,7,1.1,1.1340259,0.7185156,1,0.8646767,1,0.204299152,Exp. 6c
3,3,2,309,7,1.1,1.2060523,0.7653858,2,0.6507888,1,0.204299152,Exp. 6c
3,4,2,310,7,1.4,1.3819019,1.5038428,2,1.0568233,1,0.224690109,Exp. 6c
3,5,1,311,7,1.7,1.0299085,0.813602,1,0.8480691,1,0.32926128,Exp. 6c
1,2,1,312,7,0.8,1.0220094,0.8528286,1,0.8458989,1,0.178954928,Exp. 6c
3,4,1,313,7,1.4,1.2139926,0.5868023,1,0.6870417,1,0.224690109,Exp. 6c
5,4,1,314,7,1.4,1.1980214,0.9237188,2,1.2590086,1,0.224019009,Exp. 6c
5,3,2,315,7,1.1,0.974012,1.1040327,2,0.9691855,1,0.180688333,Exp. 6c
5,3,1,316,7,1.1,1.0779901,1.222319,1,0.7908215,1,0.180688333,Exp. 6c
1,1,2,317,7,0.5,0.7179517,0.7074225,2,0.4465227,1,0.141497746,Exp. 6c
5,5,2,318,7,1.7,1.1659207,0.6112339,2,1.4085596,1,0.237583282,Exp. 6c
1,4,2,319,7,1.4,1.3659087,0.6612108,1,0.6085167,1,0.175923034,Exp. 6c
5,4,2,320,7,1.4,1.1339753,1.2219772,2,0.931902,1,0.224019009,Exp. 6c
3,1,2,321,7,0.5,0.8539518,0.7365134,1,0.7969261,1,0.152970775,Exp. 6c
3,5,2,322,7,1.7,1.501965,1.065878,2,0.9833581,1,0.32926128,Exp. 6c
3,2,1,323,7,0.8,0.6699956,0.3721559,1,0.8946737,1,0.149380753,Exp. 6c
5,1,1,324,7,0.5,0.5501105,0.7235752,1,0.7889405,1,0.192089256,Exp. 6c
1,4,1,325,7,1.4,1.1980241,0.8735723,1,0.7709038,1,0.175923034,Exp. 6c
1,5,1,326,7,1.7,1.2779042,0.9835823,1,0.9852556,1,0.304214543,Exp. 6c
1,1,1,327,7,0.5,0.5099808,0.2941676,1,1.4656848,1,0.141497746,Exp. 6c
3,1,1,328,7,0.5,0.5500405,1.038744,1,0.7553755,1,0.152970775,Exp. 6c
5,1,2,329,7,0.5,0.4140352,1.0159134,1,0.8345312,1,0.192089256,Exp. 6c
3,2,2,330,7,0.8,0.8698516,0.4557988,1,0.9431298,1,0.149380753,Exp. 6c
5,5,2,331,7,1.7,1.3978818,0.7800606,2,0.7854442,1,0.237583282,Exp. 6c
5,2,1,332,7,0.8,1.2059797,0.7263439,2,0.7495495,1,0.172962473,Exp. 6c
5,4,1,333,7,1.4,1.2538344,0.4819801,2,0.744856,1,0.224019009,Exp. 6c
3,4,2,334,7,1.4,1.510056,0.6778402,2,0.8586433,1,0.224690109,Exp. 6c
5,2,2,335,7,0.8,1.3018672,0.5113093,2,0.6988322,1,0.172962473,Exp. 6c
1,2,2,336,7,0.8,1.053965,0.4315455,2,0.4962694,1,0.178954928,Exp. 6c
5,3,1,337,7,1.1,1.2781007,0.2850011,2,1.2026651,1,0.180688333,Exp. 6c
3,5,1,338,7,1.7,1.4698646,0.5353945,2,0.8673052,1,0.32926128,Exp. 6c
5,3,2,339,7,1.1,1.1899583,0.4723459,2,0.6899053,1,0.180688333,Exp. 6c
5,1,2,340,7,0.5,0.6540127,0.371572,2,0.7107781,1,0.192089256,Exp. 6c
1,4,2,341,7,1.4,1.2939931,0.6197893,1,0.5794066,1,0.175923034,Exp. 6c
3,3,2,342,7,1.1,1.005894,0.2720697,2,0.6252133,1,0.204299152,Exp. 6c
1,2,1,343,7,0.8,0.7580291,0.1339202,1,0.4624448,1,0.178954928,Exp. 6c
1,3,2,344,7,1.1,0.8218727,1.5312243,2,0.7213829,1,0.201118265,Exp. 6c
1,4,1,345,7,1.4,0.9179603,2.4861571,1,1.1141716,1,0.175923034,Exp. 6c
5,5,1,346,7,1.7,1.6939383,1.3909237,1,0.960038,1,0.237583282,Exp. 6c
3,1,1,347,7,0.5,0.6859752,0.7652266,1,0.8635067,1,0.152970775,Exp. 6c
1,1,1,348,7,0.5,0.5660802,0.571905,1,1.1784649,1,0.141497746,Exp. 6c
1,5,2,349,7,1.7,1.2939341,1.111221,2,0.8592897,1,0.304214543,Exp. 6c
3,2,1,350,7,0.8,0.9899882,0.496343,1,1.3530647,1,0.149380753,Exp. 6c
5,4,2,351,7,1.4,1.0540031,0.8380578,2,0.7907133,1,0.224019009,Exp. 6c
3,2,2,352,7,0.8,0.8779339,0.8833972,2,1.7213173,1,0.149380753,Exp. 6c
3,3,1,353,7,1.1,1.1260001,0.8059652,1,0.7171116,1,0.204299152,Exp. 6c
1,1,2,354,7,0.5,0.717907,0.4978434,2,0.8051489,1,0.141497746,Exp. 6c
3,5,2,355,7,1.7,0.9338831,0.7538486,2,0.6423912,1,0.32926128,Exp. 6c
3,4,1,356,7,1.4,1.2538877,0.7756049,2,0.6504269,1,0.224690109,Exp. 6c
1,3,1,357,7,1.1,1.0459741,0.2150917,1,0.696959,1,0.201118265,Exp. 6c
1,5,1,358,7,1.7,1.3419856,0.8458131,1,1.3544191,1,0.304214543,Exp. 6c
5,1,1,359,7,0.5,0.5179424,0.9989269,1,0.9825144,1,0.192089256,Exp. 6c
3,1,2,360,7,0.5,0.845945,1.8056541,2,0.9757577,1,0.152970775,Exp. 6c
1,4,2,1,8,1.4,1.1176825,0.7664707,2,0.6804395,1,0.230861607,Exp. 6c
3,2,2,2,8,0.8,0.8372478,0.8322563,2,0.5508326,1,0.227841978,Exp. 6c
5,2,1,3,8,0.8,0.7171568,0.6697543,2,0.8401506,1,0.19511019,Exp. 6c
3,3,1,4,8,1.1,1.0380932,0.5581911,2,0.7301522,1,0.195997433,Exp. 6c
5,3,2,5,8,1.1,1.0780661,0.4071475,2,0.7404451,1,0.131968594,Exp. 6c
1,1,1,6,8,0.5,0.5100023,0.5247415,1,0.6375572,1,0.086110474,Exp. 6c
5,1,1,7,8,0.5,0.4140054,0.4758002,2,0.915739,1,0.094386564,Exp. 6c
1,2,2,8,8,0.8,0.4138403,0.2894507,2,0.6089374,1,0.226565257,Exp. 6c
5,1,2,9,8,0.5,0.4779834,0.3103673,2,0.7066991,1,0.094386564,Exp. 6c
3,5,1,10,8,1.7,1.6698935,0.6315702,2,0.5199555,1,0.327917406,Exp. 6c
1,5,2,11,8,1.7,1.662095,0.6447915,2,0.396795,1,0.170009995,Exp. 6c
1,5,1,12,8,1.7,1.4538713,0.9136287,1,0.5091692,1,0.170009995,Exp. 6c
5,4,1,13,8,1.4,1.3499519,0.572224,1,0.9232269,1,0.236260432,Exp. 6c
1,4,1,14,8,1.4,1.1260227,0.6880684,1,0.6836987,1,0.230861607,Exp. 6c
3,4,2,15,8,1.4,1.1580611,0.784444,2,0.6309618,1,0.314876759,Exp. 6c
5,4,2,16,8,1.4,1.2539277,0.4357096,2,0.7961826,1,0.236260432,Exp. 6c
3,2,1,17,8,0.8,1.0859525,0.5209194,1,0.6527385,1,0.227841978,Exp. 6c
1,3,1,18,8,1.1,1.1340599,0.2817757,1,0.3492448,1,0.227646105,Exp. 6c
3,5,2,19,8,1.7,1.2459233,0.9859442,2,0.6049345,1,0.327917406,Exp. 6c
1,3,2,20,8,1.1,0.4539631,0.868082,2,0.8672188,1,0.227646105,Exp. 6c
5,5,2,21,8,1.7,1.5899947,0.5999411,2,0.5724513,1,0.199176631,Exp. 6c
3,1,1,22,8,0.5,0.574002,0.6492367,1,0.4923738,1,0.091802501,Exp. 6c
1,2,1,23,8,0.8,0.5908509,0.5931696,1,0.3579942,1,0.226565257,Exp. 6c
3,4,1,24,8,1.4,0.7819728,0.674574,2,0.8685866,1,0.314876759,Exp. 6c
5,2,2,25,8,0.8,1.1338015,0.6095357,2,0.8642148,1,0.19511019,Exp. 6c
3,3,2,26,8,1.1,1.1098649,0.4207646,1,0.6675382,1,0.195997433,Exp. 6c
5,5,1,27,8,1.7,1.8218903,0.4002725,1,0.7956488,1,0.199176631,Exp. 6c
1,1,2,28,8,0.5,0.5819674,0.5683717,1,0.4463471,1,0.086110474,Exp. 6c
3,1,2,29,8,0.5,0.4700123,0.499607,2,0.4968917,1,0.091802501,Exp. 6c
5,3,1,30,8,1.1,1.4298271,0.2457296,1,0.6948589,1,0.131968594,Exp. 6c
5,5,1,31,8,1.7,1.4619733,0.5797557,1,0.7904408,1,0.199176631,Exp. 6c
3,4,2,32,8,1.4,1.3260018,0.6271695,2,0.4734449,1,0.314876759,Exp. 6c
5,1,1,33,8,0.5,0.4860157,0.3660531,2,0.6243133,1,0.094386564,Exp. 6c
5,3,1,34,8,1.1,1.013952,0.6209286,1,0.6557374,1,0.131968594,Exp. 6c
3,3,1,35,8,1.1,1.3740159,0.3084119,1,0.661101,1,0.195997433,Exp. 6c
1,1,1,36,8,0.5,0.6380482,0.6182771,1,0.4283642,1,0.086110474,Exp. 6c
3,2,1,37,8,0.8,0.6059154,0.5852124,1,0.8378444,1,0.227841978,Exp. 6c
1,5,1,38,8,1.7,1.6939526,0.8024401,1,0.3787949,1,0.170009995,Exp. 6c
5,2,1,39,8,0.8,0.7420291,0.7673604,1,0.9365172,1,0.19511019,Exp. 6c
3,1,2,40,8,0.5,0.7339228,0.5990254,1,0.8392467,1,0.091802501,Exp. 6c
5,4,2,41,8,1.4,1.3179348,0.4593617,2,0.7617562,1,0.236260432,Exp. 6c
5,2,2,42,8,0.8,0.6938309,0.541443,2,0.6082709,1,0.19511019,Exp. 6c
1,2,2,43,8,0.8,0.7339145,0.5089445,2,0.5192232,1,0.226565257,Exp. 6c
1,4,2,44,8,1.4,1.4459389,0.4124961,2,0.4542942,1,0.230861607,Exp. 6c
3,3,2,45,8,1.1,0.6939468,0.4030106,2,0.4511138,1,0.195997433,Exp. 6c
5,1,2,46,8,0.5,0.4301077,0.504154,2,0.6550342,1,0.094386564,Exp. 6c
5,4,1,47,8,1.4,1.0378934,0.5957221,1,0.6387001,1,0.236260432,Exp. 6c
3,5,2,48,8,1.7,1.9420985,0.5312566,2,0.6046498,1,0.327917406,Exp. 6c
1,3,1,49,8,1.1,1.2299729,0.3692735,1,0.8453162,1,0.227646105,Exp. 6c
3,1,1,50,8,0.5,0.5178733,0.5222188,1,0.4684401,1,0.091802501,Exp. 6c
1,2,1,51,8,0.8,0.718043,0.3296462,1,0.4358032,1,0.226565257,Exp. 6c
1,5,2,52,8,1.7,1.7820207,0.5528021,2,0.4639648,1,0.170009995,Exp. 6c
5,3,2,53,8,1.1,1.1979601,0.3885538,1,0.7774087,1,0.131968594,Exp. 6c
1,1,2,54,8,0.5,0.6379365,0.254418,2,0.5908783,1,0.086110474,Exp. 6c
5,5,2,55,8,1.7,1.7019265,0.7474744,2,0.5419644,1,0.199176631,Exp. 6c
3,2,2,56,8,0.8,0.5659612,0.274645,1,0.6689585,1,0.227841978,Exp. 6c
1,4,1,57,8,1.4,1.20597,0.6580056,1,0.3556979,1,0.230861607,Exp. 6c
3,5,1,58,8,1.7,1.4699255,0.6402886,1,0.7842491,1,0.327917406,Exp. 6c
3,4,1,59,8,1.4,1.3659077,0.3652719,2,0.6841322,1,0.314876759,Exp. 6c
1,3,2,60,8,1.1,1.1179339,0.579242,2,0.4514318,1,0.227646105,Exp. 6c
1,5,1,61,8,1.7,2.0459968,0.3843349,1,0.3712742,1,0.170009995,Exp. 6c
3,5,1,62,8,1.7,1.9099863,0.4640255,1,0.533337,1,0.327917406,Exp. 6c
1,3,1,63,8,1.1,0.9818935,0.5861,1,0.4237308,1,0.227646105,Exp. 6c
1,3,2,64,8,1.1,1.2779353,0.2681986,2,0.4744794,1,0.227646105,Exp. 6c
3,3,2,65,8,1.1,1.2779778,0.3271915,2,0.5229935,1,0.195997433,Exp. 6c
3,1,1,66,8,0.5,0.55798,0.5836973,1,0.7021417,1,0.091802501,Exp. 6c
5,5,2,67,8,1.7,1.6459038,0.451264,2,0.8276335,1,0.199176631,Exp. 6c
1,4,2,68,8,1.4,1.3827428,0.2406404,2,0.8674747,1,0.230861607,Exp. 6c
5,2,2,69,8,0.8,0.5738421,0.4164982,1,0.8369402,1,0.19511019,Exp. 6c
1,2,2,70,8,0.8,0.6299319,0.6576861,2,0.9782084,1,0.226565257,Exp. 6c
3,4,1,71,8,1.4,1.7899238,0.2711895,2,0.7211906,1,0.314876759,Exp. 6c
1,2,1,72,8,0.8,0.7339297,0.2777092,1,0.4095623,1,0.226565257,Exp. 6c
3,5,2,73,8,1.7,1.8619334,0.4466766,2,0.6146123,1,0.327917406,Exp. 6c
3,2,2,74,8,0.8,0.9900297,0.6192467,2,0.4711751,1,0.227841978,Exp. 6c
3,1,2,75,8,0.5,0.590033,0.4437684,2,0.5507582,1,0.091802501,Exp. 6c
5,3,1,76,8,1.1,1.3578986,0.3637094,1,1.0349323,1,0.131968594,Exp. 6c
5,1,2,77,8,0.5,0.6067646,0.3118676,2,0.7114132,1,0.094386564,Exp. 6c
5,4,2,78,8,1.4,1.2061031,0.4683075,2,0.5975113,1,0.236260432,Exp. 6c
5,1,1,79,8,0.5,0.7019504,0.0743689,2,0.607252,1,0.094386564,Exp. 6c
5,5,1,80,8,1.7,1.6859761,0.5427898,2,0.6179229,1,0.199176631,Exp. 6c
1,1,1,81,8,0.5,0.493999,0.3828636,1,0.6559954,1,0.086110474,Exp. 6c
1,4,1,82,8,1.4,1.4140965,0.2365646,1,0.3988973,1,0.230861607,Exp. 6c
3,2,1,83,8,0.8,0.9660341,0.4835634,1,0.6938596,1,0.227841978,Exp. 6c
3,4,2,84,8,1.4,1.4139014,0.7229865,2,0.929508,1,0.314876759,Exp. 6c
3,3,1,85,8,1.1,1.3099405,0.278104,1,0.5867436,1,0.195997433,Exp. 6c
1,5,2,86,8,1.7,1.8538215,0.5353867,2,0.6438196,1,0.170009995,Exp. 6c
5,2,1,87,8,0.8,0.7180413,0.1769697,2,0.8014405,1,0.19511019,Exp. 6c
5,4,1,88,8,1.4,1.1979914,0.4626128,1,0.4963486,1,0.236260432,Exp. 6c
5,3,2,89,8,1.1,1.213893,0.2130759,2,0.608273,1,0.131968594,Exp. 6c
1,1,2,90,8,0.5,0.5100222,0.1010024,1,0.5367916,1,0.086110474,Exp. 6c
3,5,1,91,8,1.7,1.4220044,0.5973925,1,0.6409509,1,0.327917406,Exp. 6c
1,5,1,92,8,1.7,1.9339789,0.3895556,1,0.3410357,1,0.170009995,Exp. 6c
5,3,2,93,8,1.1,1.0779892,0.3936783,2,0.738852,1,0.131968594,Exp. 6c
5,2,2,94,8,0.8,0.8060538,0.6235107,2,0.6503913,1,0.19511019,Exp. 6c
5,4,1,95,8,1.4,1.3259423,0.2791388,1,0.4428681,1,0.236260432,Exp. 6c
1,1,1,96,8,0.5,0.501953,0.5760122,1,0.3932342,1,0.086110474,Exp. 6c
5,3,1,97,8,1.1,1.1099307,0.2462035,2,0.6040136,1,0.131968594,Exp. 6c
5,5,2,98,8,1.7,2.0540164,0.408702,2,0.5704813,1,0.199176631,Exp. 6c
1,5,2,99,8,1.7,1.8218818,0.5432037,2,0.5485965,1,0.170009995,Exp. 6c
1,3,2,100,8,1.1,1.1338757,0.3064494,2,0.8608223,1,0.227646105,Exp. 6c
1,2,1,101,8,0.8,0.6699878,0.4099693,1,0.4987355,1,0.226565257,Exp. 6c
1,4,2,102,8,1.4,1.5019621,0.3197697,2,0.5229887,1,0.230861607,Exp. 6c
1,1,2,103,8,0.5,0.6780287,0.2797367,2,0.3413475,1,0.086110474,Exp. 6c
5,5,1,104,8,1.7,1.5419579,0.610274,1,0.5123869,1,0.199176631,Exp. 6c
5,2,1,105,8,0.8,1.1071646,0.0005855,1,0.6609523,1,0.19511019,Exp. 6c
3,3,1,106,8,1.1,1.2619507,0.3380452,2,1.1023386,1,0.195997433,Exp. 6c
5,1,2,107,8,0.5,0.4779217,0.3312897,2,0.4790686,1,0.094386564,Exp. 6c
5,4,2,108,8,1.4,1.6779709,0.5636818,2,0.5263821,1,0.236260432,Exp. 6c
3,5,2,109,8,1.7,1.7500362,0.3552606,2,0.4354152,1,0.327917406,Exp. 6c
3,2,2,110,8,0.8,0.6697823,0.0005929,2,0.4255619,1,0.227841978,Exp. 6c
3,1,1,111,8,0.5,0.5496739,0.3423652,2,0.4463963,1,0.091802501,Exp. 6c
5,1,1,112,8,0.5,0.5739514,0.3631728,2,0.4336285,1,0.094386564,Exp. 6c
3,4,2,113,8,1.4,1.1740574,0.2623129,2,0.5692479,1,0.314876759,Exp. 6c
1,2,2,114,8,0.8,1.0699886,0.4863041,2,0.5081818,1,0.226565257,Exp. 6c
3,3,2,115,8,1.1,1.3499785,0.2089195,2,0.4307313,1,0.195997433,Exp. 6c
1,4,1,116,8,1.4,1.2620341,0.2353848,1,0.4035917,1,0.230861607,Exp. 6c
3,2,1,117,8,0.8,1.0779783,0.0168626,1,0.4975603,1,0.227841978,Exp. 6c
3,4,1,118,8,1.4,1.3580182,0.3258849,1,0.9427836,1,0.314876759,Exp. 6c
3,1,2,119,8,0.5,0.5980103,0.6038061,2,0.783961,1,0.091802501,Exp. 6c
1,3,1,120,8,1.1,0.6139681,0.3685562,1,0.4851507,1,0.227646105,Exp. 6c
5,3,1,121,8,1.1,1.2460189,0.3225154,2,0.600239,1,0.131968594,Exp. 6c
1,5,1,122,8,1.7,1.582042,0.3966297,1,0.3698001,1,0.170009995,Exp. 6c
3,5,1,123,8,1.7,1.9499662,0.4066892,1,1.236457,1,0.327917406,Exp. 6c
5,4,2,124,8,1.4,1.2540136,0.2573956,2,0.5212446,1,0.236260432,Exp. 6c
5,3,2,125,8,1.1,1.2352548,0.0005861,2,0.8326868,1,0.131968594,Exp. 6c
5,2,1,126,8,0.8,0.8859404,0.2374356,2,0.5244102,1,0.19511019,Exp. 6c
1,5,2,127,8,1.7,1.629946,0.3693055,2,0.5016013,1,0.170009995,Exp. 6c
3,3,1,128,8,1.1,1.094058,0.5065534,2,0.4387925,1,0.195997433,Exp. 6c
3,1,2,129,8,0.5,0.51796,0.3475007,2,0.4449011,1,0.091802501,Exp. 6c
5,1,1,130,8,0.5,0.5179581,0.3298678,2,0.3958876,1,0.094386564,Exp. 6c
5,5,1,131,8,1.7,1.7579847,0.4407365,2,0.5490021,1,0.199176631,Exp. 6c
3,5,2,132,8,1.7,1.7740594,0.3056597,1,0.5465587,1,0.327917406,Exp. 6c
1,4,1,133,8,1.4,1.1180224,0.32733,1,0.3774686,1,0.230861607,Exp. 6c
5,2,2,134,8,0.8,1.2139227,0.2305012,1,0.8332589,1,0.19511019,Exp. 6c
